name,url,remote_support,adaptive_support,description,job_levels,languages,duration_minutes,test_type
COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,Yes,No,"COBOL Programming (New) Description Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 10 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",10,['K']
Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,Yes,No,"Computer Science (New) Description Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 12 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",12,['K']
Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Yes,No,"Contact Center Call Simulation (New) Description Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 Test Type: S","['Entry-Level', '']","['English (USA)', '']",15,['S']
Conversational Multichat Simulation,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,Yes,No,"Conversational Multichat Simulation Description This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response. Languages English (USA), Assessment length Approximate Completion Time in minutes = 11 Test Type: S",,"['English (USA)', '']",11,['S']
Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,Yes,No,"Core Java (Advanced Level) (New) Description Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 13 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",13,['K']
Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,Yes,No,"Core Java (Entry Level) (New) Description Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 13 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",13,['K']
Count Out The Money,https://www.shl.com/products/product-catalog/view/count-out-the-money/,Yes,Yes,"Count Out The Money Description The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis. Job levels Entry-Level, Languages English (USA), English (Australia), English (Canada), English International, English (South Africa), Assessment length Approximate Completion Time in minutes = 5 Test Type: K S","['Entry-Level', '']","['English (USA)', 'English (Australia)', 'English (Canada)', 'English International', 'English (South Africa)', '']",5,"['K', 'S']"
CSS3 (New),https://www.shl.com/products/product-catalog/view/css3-new/,Yes,No,"CSS3 (New) Description Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 8 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",8,['K']
Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,Yes,No,"Culinary Skills (New) Description Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",7,['K']
Customer Service Phone Simulation,https://www.shl.com/products/product-catalog/view/customer-service-phone-simulation/,Yes,No,"Customer Service Phone Simulation Description As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate. ""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese."" Job levels Entry-Level, Languages French (Canada), Portuguese (Brazil), Dutch, Italian, Spanish, French, Latin American Spanish, Chinese Simplified, English (Australia), English International, English (USA), Assessment length Approximate Completion Time in minutes = 20 Test Type: B S","['Entry-Level', '']","['French (Canada)', 'Portuguese (Brazil)', 'Dutch', 'Italian', 'Spanish', 'French', 'Latin American Spanish', 'Chinese Simplified', 'English (Australia)', 'English International', 'English (USA)', '']",20,"['B', 'S']"
Customer Service Phone Solution,https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,Yes,No,"Customer Service Phone Solution Description As part of Contact Center Simulations, the Customer Service Phone Solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. The Contact Center Simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. Designed to measure a candidate’s ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the Contact Center Simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidate’s computer skills in a contact center setting. The behavioral tests in this solution are intended to measure the candidate’s learning potential and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles. ""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese."" Job levels Entry-Level, Languages French (Canada), Italian, French, Dutch, Spanish, Portuguese (Brazil), Chinese Simplified, English (Australia), Latin American Spanish, English (USA), English International, Assessment length Approximate Completion Time in minutes = 30 Test Type: B P S","['Entry-Level', '']","['French (Canada)', 'Italian', 'French', 'Dutch', 'Spanish', 'Portuguese (Brazil)', 'Chinese Simplified', 'English (Australia)', 'Latin American Spanish', 'English (USA)', 'English International', '']",30,"['B', 'P', 'S']"
